"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"599",1,0,0,1,0,0,0,1,3,0
"600",1,0,1,1,0,1,0,0,2,0
"601",0,0,0,0,0,0,1,1,0,1
"602",0,0,0,0,0,0,0,0,0,0
"603",0,1,0,1,0,0,0,1,0,1
"604",0,0,0,0,0,0,0,0,0,1
"605",0,0,0,0,0,0,0,0,0,0
"606",1,2,0,1,0,0,0,1,1,1
"607",0,0,0,0,0,0,0,0,0,0
"608",1,1,1,0,1,1,1,1,2,1
"609",2,0,0,3,0,1,0,2,2,0
"610",0,0,0,0,0,0,0,1,1,1
"611",2,0,1,2,0,1,1,1,3,0
"612",3,0,3,2,0,1,2,0,3,0
"613",0,0,1,1,0,2,0,2,3,2
"614",0,0,0,0,0,0,0,0,0,0
"615",1,0,0,2,0,2,0,0,2,0
"616",0,2,0,0,0,0,0,0,3,0
"617",0,1,0,0,1,0,1,1,0,1
"618",0,0,0,0,0,0,0,0,0,0
"619",0,2,0,1,1,0,2,0,1,1
"620",0,0,0,0,0,0,0,0,0,1
"621",0,0,0,0,0,0,0,0,0,0
"622",0,0,0,0,0,0,0,2,0,2
"623",1,0,1,1,1,1,1,1,1,3
"624",0,2,0,1,1,1,2,0,3,1
"625",0,0,1,0,0,0,0,0,1,0
"626",0,1,0,0,1,1,0,1,1,1
"627",0,0,0,0,0,0,0,0,0,0
"628",0,0,0,0,0,0,0,0,0,0
"629",0,0,0,0,0,0,0,0,0,0
"630",0,0,0,0,0,0,0,0,0,0
"631",0,0,0,0,0,0,0,0,1,0
"632",0,0,0,0,0,0,0,0,0,0
"633",0,0,0,0,0,0,0,0,0,0
"634",1,0,1,1,0,1,1,0,1,0
"635",0,0,0,0,0,0,0,0,0,2
"636",0,1,0,0,0,0,0,0,0,0
"637",0,0,0,0,0,0,0,0,0,0
"638",0,0,0,0,0,0,1,1,0,0
"639",0,0,0,0,0,0,1,1,2,2
"640",1,0,1,0,0,2,0,0,3,0
"641",0,0,0,0,0,0,0,0,0,0
"642",0,1,0,1,0,0,0,1,0,1
"643",0,0,1,0,0,0,0,0,1,0
"644",1,0,0,0,0,0,0,0,1,0
"645",1,0,0,0,0,1,0,0,1,0
"646",1,0,0,1,0,1,0,0,1,0
"647",0,0,0,1,0,1,0,0,1,0
"648",0,0,0,0,0,0,0,2,0,2
"649",0,0,0,0,0,0,0,1,1,1
"650",0,0,0,0,0,0,0,0,0,0
"651",0,0,0,0,0,0,0,0,0,0
"652",0,0,0,0,0,0,0,0,0,0
"653",0,0,0,0,0,0,0,0,0,0
"654",1,0,0,1,0,1,0,0,1,0
"655",2,1,1,0,1,2,1,2,4,2
"656",0,0,0,0,0,1,0,0,1,0
"657",3,2,0,2,1,2,1,2,2,3
"658",0,0,0,0,0,1,0,1,1,2
"659",0,1,0,0,1,1,2,1,1,3
"660",0,0,1,1,1,0,1,3,1,2
"661",0,1,0,0,0,0,0,1,0,1
"662",2,0,1,1,1,1,2,2,3,1
"663",0,1,0,0,0,0,0,1,0,1
"664",0,2,0,0,2,0,1,4,0,3
"665",0,0,0,0,0,0,0,0,0,0
"666",1,1,1,0,0,0,0,0,1,1
"667",0,0,0,0,0,0,0,0,0,0
"668",0,0,0,0,0,0,1,2,1,2
"669",0,0,0,0,0,0,0,0,0,1
"670",1,1,1,1,0,0,0,0,1,1
"671",0,0,0,0,0,0,1,0,0,0
"672",0,0,0,0,0,0,0,0,0,0
"673",0,0,0,0,0,0,0,0,0,2
"674",0,0,0,0,0,0,0,0,0,0
"675",0,0,0,0,0,0,0,0,0,0
"676",0,1,0,1,1,0,1,2,0,1
"677",0,0,0,0,0,0,0,0,0,0
"678",0,0,0,0,0,0,0,1,0,2
"679",0,0,0,0,0,0,0,0,0,0
"680",0,0,0,0,0,0,0,0,0,0
"681",0,0,0,0,0,0,0,1,1,0
"682",0,0,0,0,0,0,0,0,0,0
"683",0,0,0,0,0,0,0,0,0,0
"684",0,0,0,0,0,0,0,0,0,0
"685",1,1,0,0,0,0,0,0,1,0
"686",0,0,0,0,0,0,0,0,0,0
"687",0,0,0,0,1,0,0,1,0,2
"688",0,0,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,0,0
"690",0,0,0,0,0,0,0,0,0,0
"691",0,0,0,0,0,0,0,0,0,0
"692",0,0,0,0,0,0,0,0,0,0
"693",0,0,0,0,0,0,0,0,0,0
"694",0,0,0,0,0,0,0,0,0,0
"695",0,0,0,0,0,0,0,0,0,0
"696",0,0,0,0,0,0,0,1,0,1
"697",0,0,0,0,0,0,0,0,0,0
"698",0,0,0,0,0,0,0,0,0,0
"699",0,0,0,0,0,0,0,0,0,0
"700",0,0,0,0,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0,0
"702",1,1,0,1,0,0,0,0,0,1
"703",0,0,0,0,0,0,0,0,0,0
"704",0,1,0,1,0,0,1,2,1,3
"705",0,0,0,0,0,0,0,0,0,0
"706",0,1,0,1,0,1,0,1,1,2
"707",0,0,0,0,0,0,0,0,0,0
"708",0,0,0,0,0,0,0,0,0,0
"709",1,1,0,1,0,0,0,1,0,2
"710",1,2,0,1,1,1,1,1,1,2
"711",0,1,1,0,0,0,0,1,1,2
"712",0,1,0,0,1,0,1,3,0,3
"713",2,1,0,2,0,0,1,1,1,0
"714",0,0,0,0,0,0,0,0,0,0
"715",0,0,0,0,0,0,0,1,0,1
"716",2,2,0,2,2,1,1,2,2,2
"717",0,2,0,1,0,2,0,0,1,0
"718",0,0,0,0,0,0,0,0,0,0
"719",1,0,0,1,0,0,0,2,1,0
"720",0,1,0,1,0,0,0,0,2,0
"721",0,1,0,1,1,1,0,1,1,1
"722",0,1,0,0,0,1,0,0,1,0
"723",0,0,0,1,0,0,0,0,0,2
"724",0,1,0,0,0,1,0,0,1,0
"725",0,0,0,0,0,0,0,0,0,0
"726",1,0,2,0,1,1,0,1,5,2
"727",0,0,0,0,0,0,0,0,0,0
"728",0,0,0,0,0,0,0,0,0,0
"729",0,0,0,0,0,0,0,0,0,0
"730",0,0,0,0,0,0,0,0,0,0
"731",0,0,0,0,0,0,0,1,0,1
"732",0,0,0,0,0,0,0,0,0,0
"733",0,0,0,0,0,0,0,0,0,0
"734",0,0,0,0,0,0,0,0,0,0
"735",0,0,0,0,0,0,0,0,0,0
"736",0,0,0,0,0,0,0,0,0,0
"737",0,0,0,0,0,0,0,0,0,0
"738",0,0,0,0,0,0,0,0,0,0
"739",0,0,0,0,0,0,0,0,0,0
"740",0,0,0,0,0,0,0,0,0,0
"741",0,0,0,0,0,0,0,0,0,0
"742",0,0,0,0,0,0,0,0,0,0
"743",0,0,0,0,0,0,0,0,0,0
"744",0,0,0,0,0,0,0,2,0,2
"745",0,0,0,0,0,0,0,2,0,1
"746",0,1,0,0,1,0,1,3,0,3
"747",0,0,0,0,0,0,0,0,0,0
"748",0,1,0,1,1,0,0,2,0,4
"749",0,0,0,0,0,0,0,0,0,0
"750",0,0,0,0,0,0,0,0,0,1
"751",0,2,0,0,1,0,0,3,0,4
"752",0,1,0,0,0,1,0,0,2,3
"753",1,0,1,1,0,1,0,0,3,0
"754",0,1,0,0,0,0,0,0,0,0
"755",0,0,0,0,0,0,0,0,0,0
"756",0,0,0,0,0,0,0,0,0,0
"757",0,1,0,0,0,0,0,1,1,1
"758",1,1,0,0,0,0,0,1,1,1
"759",1,1,0,0,0,0,0,1,1,1
"760",2,1,1,2,1,1,1,3,2,2
"761",0,0,0,0,0,0,0,0,1,0
"762",0,0,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,0,0,0,0,0
"764",0,1,0,1,0,0,0,0,0,1
"765",0,0,0,0,0,0,0,0,0,0
"766",0,0,0,0,0,0,0,0,0,0
"767",0,0,0,0,0,0,0,0,1,2
"768",1,1,0,1,0,0,0,0,0,1
"769",0,1,0,1,0,0,0,0,0,0
"770",2,2,1,0,2,2,2,3,5,3
"771",0,0,0,0,0,0,0,0,1,0
"772",1,3,1,2,2,1,2,2,3,3
"773",0,0,0,0,0,0,0,0,2,3
"774",0,0,0,1,0,0,0,0,0,1
"775",1,1,0,1,0,0,0,0,0,4
"776",0,1,0,0,0,0,0,1,0,3
"777",0,0,0,0,1,0,1,1,1,3
"778",1,2,0,1,0,0,0,1,1,3
"779",1,1,0,1,0,0,0,2,1,3
"780",1,1,0,1,0,0,0,1,0,3
"781",1,2,1,1,2,1,0,3,3,2
"782",1,1,0,1,1,0,1,1,0,3
"783",1,1,0,1,0,0,0,2,1,3
"784",0,1,0,0,2,0,0,3,0,4
"785",0,0,0,0,0,0,0,2,0,2
"786",1,1,0,1,0,0,0,1,0,3
"787",0,0,0,0,0,0,0,1,0,1
"788",1,1,0,1,1,0,0,2,0,4
"789",0,1,0,0,0,0,0,0,0,0
"790",0,1,0,1,1,0,0,3,0,4
"791",0,1,0,0,2,0,0,2,0,3
"792",1,0,1,1,0,1,0,0,1,0
"793",1,0,0,0,0,0,0,0,1,0
"794",0,0,0,1,1,0,0,4,0,4
"795",1,1,0,1,0,0,0,1,0,2
"796",1,0,1,1,1,1,1,2,1,1
"797",2,5,0,2,3,0,0,6,2,10
"798",0,1,0,0,1,0,0,2,0,4
"799",0,0,0,0,0,0,0,2,0,2
"800",0,0,0,0,1,0,0,2,0,3
"801",0,0,0,0,1,0,0,3,1,3
"802",1,2,0,1,2,0,0,4,0,6
"803",0,1,0,0,0,0,0,3,0,4
"804",0,0,0,0,0,0,0,1,0,2
"805",0,1,1,0,1,1,1,1,0,2
"806",2,0,0,3,0,1,0,2,2,0
"807",0,0,0,0,0,0,0,0,0,0
"808",0,0,0,0,0,0,0,0,0,0
"809",0,0,0,0,0,0,0,0,0,0
"810",0,0,0,0,0,0,0,0,0,0
"811",0,0,0,0,0,0,0,1,0,1
"812",0,0,0,0,0,0,0,0,0,0
"813",0,1,0,1,1,0,0,1,1,2
"814",0,0,0,0,0,0,0,0,0,0
"815",1,1,0,0,0,0,0,2,1,1
"816",0,0,0,0,0,0,0,0,0,0
"817",0,0,0,0,0,0,0,0,0,0
"818",0,0,0,0,0,0,1,1,0,2
"819",0,0,0,0,0,0,0,0,0,0
"820",0,0,0,0,0,0,0,0,0,0
"821",0,0,0,0,0,0,0,0,0,0
"822",2,0,1,0,0,1,2,0,1,0
"823",1,0,0,1,0,0,0,1,0,1
"824",0,1,0,0,0,0,0,1,0,2
"825",0,0,0,0,0,0,0,0,0,0
"826",0,0,0,0,0,0,0,0,0,0
"827",0,0,0,1,0,0,0,2,1,1
"828",0,0,0,0,0,0,0,0,0,2
"829",0,0,0,0,0,0,0,0,0,0
"830",0,0,0,0,0,0,0,0,0,0
"831",0,2,0,0,0,1,1,0,1,2
"832",0,1,0,0,0,0,0,0,0,1
"833",0,0,0,0,0,0,0,0,0,0
"834",0,0,0,0,0,0,1,2,0,3
"835",0,0,0,2,0,1,0,0,2,0
"836",0,0,0,0,0,0,1,0,0,0
"837",0,1,0,0,0,0,0,1,0,1
"838",0,0,0,0,0,0,0,1,0,1
"839",0,0,0,1,0,1,0,0,1,0
"840",0,0,0,0,0,0,0,1,0,1
"841",1,1,0,1,1,1,1,2,2,2
"842",1,1,1,0,0,0,0,0,1,0
"843",0,0,0,1,0,0,0,0,1,0
"844",0,2,0,0,0,0,0,1,1,2
"845",0,0,0,1,0,0,0,1,1,0
"846",0,0,0,0,0,0,0,1,0,0
"847",1,1,0,1,0,0,1,0,0,0
"848",1,0,2,1,0,1,1,2,2,0
"849",1,0,0,1,0,0,0,0,1,1
"850",1,0,0,1,0,0,0,1,1,2
"851",1,0,0,1,0,0,0,0,1,0
"852",1,1,0,1,0,1,0,2,2,2
"853",0,0,0,0,0,0,0,0,0,1
"854",0,0,0,0,0,0,0,0,0,1
"855",0,0,0,0,0,0,0,0,0,0
"856",1,0,0,1,0,0,0,0,1,0
"857",0,0,0,1,0,0,0,1,0,2
"858",0,0,0,0,0,0,0,0,0,0
"859",0,1,0,0,0,0,0,0,1,2
"860",0,0,0,0,0,0,0,0,0,0
"861",1,0,0,1,0,1,0,0,2,0
"862",0,1,0,0,0,0,0,2,0,0
"863",0,0,1,2,0,1,0,0,3,0
"864",2,0,0,2,0,0,0,0,2,0
"865",1,0,0,1,0,0,0,0,1,1
"866",0,0,0,0,1,0,1,1,0,1
"867",0,0,0,0,0,0,0,0,0,1
"868",1,0,0,1,0,1,0,0,1,2
"869",0,1,0,0,0,1,0,0,1,0
"870",1,1,0,2,0,0,1,1,2,0
"871",1,1,0,1,1,0,1,1,1,2
"872",0,1,0,0,0,0,0,0,0,1
"873",1,1,1,1,0,1,1,1,2,1
"874",0,0,0,0,0,0,0,0,0,0
"875",0,1,0,1,0,1,0,0,1,0
"876",1,0,0,1,0,1,0,1,1,0
"877",0,1,0,1,1,0,0,1,1,2
"878",0,0,0,0,0,0,0,0,0,0
"879",0,0,0,0,0,0,0,0,0,0
"880",0,0,0,0,0,0,0,0,0,0
"881",1,2,0,1,3,1,2,3,1,3
"882",1,0,0,0,0,1,0,0,2,1
"883",0,0,0,1,0,0,0,2,2,2
"884",1,1,0,1,0,0,0,2,1,2
"885",1,1,0,1,0,0,0,0,1,1
"886",1,0,0,1,0,1,1,0,1,2
"887",0,1,0,0,1,0,0,2,0,1
"888",1,1,0,0,1,1,1,1,1,1
"889",0,0,0,0,0,0,0,1,0,1
"890",3,1,1,3,0,1,1,0,2,1
"891",0,0,0,0,0,0,0,3,0,4
"892",0,0,0,0,0,0,0,2,0,1
"893",0,0,0,0,1,0,0,1,0,1
"894",0,0,1,1,0,0,0,1,1,0
"895",0,1,0,0,0,0,0,0,0,0
"896",0,1,0,0,0,0,0,2,0,2
"897",2,2,0,2,0,0,2,0,3,0
"898",0,0,0,0,0,0,1,0,0,0
"899",0,0,0,0,1,0,0,0,0,1
"900",0,0,0,0,0,0,0,1,0,0
"901",0,0,0,0,0,0,0,0,0,1
"902",0,2,0,0,3,1,1,2,1,5
"903",0,0,0,1,0,0,0,4,1,4
"904",0,2,0,2,1,1,1,1,1,2
"905",0,0,0,0,0,0,0,0,0,1
"906",0,0,0,0,0,0,0,0,0,0
"907",0,2,0,1,1,0,1,0,1,1
"908",0,0,0,0,0,0,0,0,0,1
"909",0,1,0,0,0,1,0,1,1,1
"910",0,0,0,0,0,0,0,0,0,0
"911",2,1,0,2,0,0,2,1,3,0
"912",0,0,0,0,0,0,0,0,0,0
"913",0,0,0,0,0,0,0,0,0,0
"914",0,0,0,0,0,0,0,0,0,0
"915",0,0,0,0,0,0,0,0,0,0
"916",0,0,0,0,0,0,0,1,0,0
"917",1,3,0,1,1,1,1,2,2,3
"918",0,1,0,0,1,0,1,1,0,3
"919",0,1,0,0,1,0,1,1,0,1
"920",0,0,0,0,0,0,0,0,0,1
"921",0,1,0,0,1,0,1,1,0,1
"922",0,0,0,0,0,0,0,0,0,0
"923",1,3,0,3,0,1,1,2,4,3
"924",0,0,0,0,0,0,0,0,0,0
"925",0,0,0,0,0,0,0,0,0,0
"926",0,2,0,1,2,0,0,3,0,5
"927",0,1,1,0,1,0,0,2,0,1
"928",0,0,0,1,0,1,0,1,1,1
"929",1,0,0,2,1,0,0,1,2,3
"930",0,0,0,0,1,1,0,2,0,1
"931",0,0,1,0,0,0,0,1,0,0
"932",0,1,0,0,1,0,0,2,0,1
"933",0,1,0,0,1,0,0,2,0,3
"934",0,0,0,0,0,0,0,2,0,1
"935",0,0,0,0,0,1,0,0,0,0
"936",0,6,1,2,6,0,4,6,0,6
"937",0,0,0,0,0,0,0,2,0,0
"938",1,1,0,0,1,0,1,2,1,4
"939",2,1,1,2,2,1,0,2,3,3
"940",0,0,0,0,0,0,0,0,0,0
"941",0,0,0,0,0,0,0,0,0,0
"942",0,0,0,0,0,0,0,0,0,0
"943",0,0,0,0,0,0,0,1,0,1
"944",0,1,0,0,1,0,0,2,0,3
"945",0,1,0,0,1,0,0,2,0,1
"946",0,1,0,1,0,0,0,2,0,1
"947",0,1,0,0,0,0,0,1,0,2
"948",0,0,0,0,0,1,0,0,1,0
"949",0,0,0,0,0,0,0,0,0,1
"950",0,0,0,0,0,0,0,0,0,0
"951",1,0,0,1,0,0,0,0,1,0
"952",0,0,0,0,0,0,0,0,0,1
"953",0,1,0,0,1,0,0,0,0,1
"954",0,0,0,0,0,0,0,1,0,0
"955",0,1,0,1,0,0,0,2,0,1
"956",0,1,0,0,1,0,0,2,0,1
"957",0,1,0,0,1,0,0,2,0,3
"958",1,0,1,1,0,0,0,0,1,0
"959",0,0,0,0,0,0,0,0,0,1
"960",0,0,0,0,0,0,0,0,0,1
"961",0,0,0,0,0,0,0,0,0,4
"962",0,0,0,0,0,0,0,0,0,0
"963",1,2,0,1,0,0,0,2,1,2
"964",3,0,3,3,1,3,1,3,4,2
"965",0,0,0,0,0,0,0,0,0,0
"966",0,1,0,0,0,0,0,1,1,0
"967",0,0,0,0,0,0,0,0,0,0
"968",1,1,0,1,1,1,1,2,1,3
"969",0,0,0,0,0,0,0,0,0,0
"970",0,0,0,0,0,0,0,0,0,0
"971",0,0,0,1,1,0,1,2,0,3
"972",0,0,0,0,0,0,0,0,0,0
"973",0,0,0,0,0,0,0,0,0,0
"974",0,0,0,0,0,0,0,0,0,0
"975",0,0,0,2,1,0,0,2,1,2
"976",1,1,1,2,1,1,0,1,3,1
"977",1,1,0,2,0,1,1,0,2,1
"978",1,0,1,0,0,1,0,0,2,0
"979",1,1,0,0,1,1,1,2,1,2
"980",2,1,0,1,1,2,1,3,2,4
"981",0,1,0,0,1,0,0,3,1,3
"982",0,0,0,0,0,1,0,0,1,1
"983",1,0,0,2,1,0,1,2,2,5
"984",0,0,0,0,0,0,0,0,0,0
"985",1,2,0,2,0,0,0,1,1,1
"986",1,0,0,0,0,1,0,1,1,0
"987",2,2,0,1,1,1,1,1,1,2
"988",1,1,0,1,0,0,0,0,0,1
"989",1,3,0,1,1,0,0,1,0,2
"990",3,1,1,1,2,4,1,2,4,3
"991",0,0,0,0,0,0,0,0,0,0
"992",2,0,1,3,0,2,0,1,4,4
"993",0,0,0,0,0,0,0,0,0,0
"994",0,0,0,0,0,0,0,1,0,0
"995",0,0,0,0,0,0,0,1,0,1
"996",1,0,0,1,0,0,0,0,2,0
"997",2,0,2,2,0,2,0,1,2,2
"998",0,0,0,0,0,0,0,2,0,1
"999",0,0,0,0,0,0,0,1,0,0
"1000",0,0,0,1,0,1,0,0,1,0
"1001",0,2,0,0,2,0,1,2,0,3
"1002",0,0,0,0,0,0,0,0,0,0
"1003",0,0,0,0,0,0,0,0,0,0
"1004",0,1,0,1,0,1,0,2,2,1
"1005",1,0,0,1,0,0,0,2,1,0
"1006",0,0,0,0,0,0,0,1,0,0
"1007",1,1,0,1,0,0,0,1,1,3
"1008",0,0,0,0,0,0,0,0,0,1
"1009",1,1,0,1,0,0,0,1,1,2
"1010",1,1,0,1,0,0,0,1,0,3
"1011",1,0,0,0,0,0,1,4,1,4
"1012",1,1,0,1,0,0,1,2,1,2
"1013",0,0,0,0,0,0,0,0,0,0
"1014",0,0,0,0,0,0,0,0,0,0
"1015",1,2,0,1,3,1,2,3,1,3
"1016",0,0,0,0,0,0,0,0,0,0
"1017",0,1,0,0,0,0,0,0,0,0
"1018",0,1,0,2,1,1,0,3,2,2
"1019",1,0,1,1,0,0,0,0,1,0
"1020",1,2,0,1,0,0,0,1,0,2
"1021",1,1,0,0,1,1,1,2,1,2
"1022",1,1,0,1,0,0,0,3,0,4
"1023",0,0,0,0,0,0,0,0,0,1
"1024",0,0,0,0,0,0,0,1,1,1
"1025",0,0,0,0,0,0,1,2,0,1
"1026",0,0,0,0,0,0,0,2,0,2
"1027",0,0,0,0,0,0,0,0,0,1
"1028",0,0,0,0,0,0,1,2,0,2
"1029",0,1,0,0,0,1,0,1,1,2
"1030",1,2,0,0,1,2,1,2,2,4
"1031",0,0,0,0,0,0,0,2,0,1
"1032",1,1,0,1,0,0,0,0,1,1
"1033",0,0,0,0,0,0,0,0,0,0
"1034",0,0,0,0,0,0,0,0,0,0
"1035",2,2,1,3,2,1,0,3,2,5
"1036",0,1,0,0,0,0,1,2,1,3
"1037",0,1,0,0,1,0,0,1,0,1
